cella,variante,f_hz,amp,gm,rl,grandezza,uscita,picco_V,t_picco_s,finestra_s,esito,nota
var0_100k_bm,v0_dopo,1000,3.818,10,100k,A_rel,MAINJACK,12.11,1.100448,2.000,SOPRA,riferimento var0_100k_bmmai
var0_100k_bm,v0_dopo,1000,3.818,10,100k,B2,MAINJACK,0.03303,1.026396,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
var0_100k_bm,v0_dopo,1000,3.818,10,100k,C1_ins,MAINJACK,8.87,1.101000,,SOPRA,"diagnostica, cond 1"
var0_100k_bm,v0_dopo,1000,3.818,10,100k,C1_rel,MAINJACK,8.87,1.101000,,SOPRA,"diagnostica, cond 1"
var0_100k_bm,v0_dopo,1000,3.818,10,100k,C2_rel,MAINJACK,8.871,1.101000,,SOPRA,"riferimento var0_100k_bmmai, cond 1"
var0_100k_bm,v0_dopo,1000,3.818,10,100k,A_rel,FIXJACK1,3.876,1.100448,2.000,SOPRA,riferimento var0_100k_bmmai
var0_100k_bm,v0_dopo,1000,3.818,10,100k,B2,FIXJACK1,0.01096,1.026406,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
var0_100k_bm,v0_dopo,1000,3.818,10,100k,C1_ins,FIXJACK1,3.056,1.101000,,SOPRA,"diagnostica, cond 1"
var0_100k_bm,v0_dopo,1000,3.818,10,100k,C1_rel,FIXJACK1,3.056,1.101000,,SOPRA,"diagnostica, cond 1"
var0_100k_bm,v0_dopo,1000,3.818,10,100k,C2_rel,FIXJACK1,3.056,1.101000,,SOPRA,"riferimento var0_100k_bmmai, cond 1"
var0_100k_bm,v0_dopo,1000,3.818,10,100k,A_rel,FIXJACK2,3.876,1.100448,2.000,SOPRA,riferimento var0_100k_bmmai
var0_100k_bm,v0_dopo,1000,3.818,10,100k,B2,FIXJACK2,0.01096,1.026406,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
var0_100k_bm,v0_dopo,1000,3.818,10,100k,C1_ins,FIXJACK2,3.056,1.101000,,SOPRA,"diagnostica, cond 1"
var0_100k_bm,v0_dopo,1000,3.818,10,100k,C1_rel,FIXJACK2,3.056,1.101000,,SOPRA,"diagnostica, cond 1"
var0_100k_bm,v0_dopo,1000,3.818,10,100k,C2_rel,FIXJACK2,3.056,1.101000,,SOPRA,"riferimento var0_100k_bmmai, cond 1"
var0_100k_bmmai,v0_dopo,1000,3.818,10,100k,C_pav,MAINJACK,0.001214,1.160750,,SOPRA,"pavimento di C a 1.000 s, cond 1"
var0_100k_bmmai,v0_dopo,1000,3.818,10,100k,C_pav,MAINJACK,0.00127,1.226229,,SOPRA,"pavimento di C a 1.100 s, cond 1"
var0_100k_bmmai,v0_dopo,1000,3.818,10,100k,C_pav,FIXJACK1,0.0001828,1.199188,,sotto,"pavimento di C a 1.000 s, cond 1"
var0_100k_bmmai,v0_dopo,1000,3.818,10,100k,C_pav,FIXJACK1,0.0001878,1.226229,,sotto,"pavimento di C a 1.100 s, cond 1"
var0_100k_bmmai,v0_dopo,1000,3.818,10,100k,C_pav,FIXJACK2,0.0001828,1.199188,,sotto,"pavimento di C a 1.000 s, cond 1"
var0_100k_bmmai,v0_dopo,1000,3.818,10,100k,C_pav,FIXJACK2,0.0001878,1.226229,,sotto,"pavimento di C a 1.100 s, cond 1"
