cella,file,variante,f_hz,amp,gm,rl,t_ins,t_rel,t_fine,tmax,tipo,rif_ins,rif_rel,t_grad,gruppo,conta
gm0x3_1k_c,gm0x3_1k.dat,ldr_v4_td6_BB,1000,3.818,0a3,100k,8.0,10.0,19.0,1e-05,evento,g3sempre_1k,g3mai_1k,0.0,1,S_rel;B2
gm3x0_1k_i,gm3x0_1k.dat,ldr_v4_td6_BB,1000,3.818,3a0,100k,1.0,8.0,19.0,1e-05,evento,g3sempre_1k,g3mai_1k,6.5,1,S_ins;B2
gm3x0_1k_c,gm3x0_1k.dat,ldr_v4_td6_BB,1000,3.818,3a0,100k,8.0,10.0,19.0,1e-05,evento,g0sempre_1k,g0mai_1k,0.0,1,S_rel;B2
gm3x10_1k_i,gm3x10_1k.dat,ldr_v4_td6_BB,1000,3.818,3a10,100k,1.0,8.0,19.0,1e-05,evento,g3sempre_1k,g3mai_1k,6.5,1,S_ins;B2
gm3x10_1k_c,gm3x10_1k.dat,ldr_v4_td6_BB,1000,3.818,3a10,100k,8.0,10.0,19.0,1e-05,evento,g10sempre_1k,g10mai_1k,0.0,1,S_rel;B2
gm10x3_1k_i,gm10x3_1k.dat,ldr_v4_td6_BB,1000,3.818,10a3,100k,1.0,8.0,19.0,1e-05,evento,g10sempre_1k,g10mai_1k,6.5,1,S_ins;B2
gm10x3_1k_c,gm10x3_1k.dat,ldr_v4_td6_BB,1000,3.818,10a3,100k,8.0,10.0,19.0,1e-05,evento,g3sempre_1k,g3mai_1k,0.0,1,S_rel;B2
gm0x10_1k_i,gm0x10_1k.dat,ldr_v4_td6_BB,1000,3.818,0a10,100k,1.0,8.0,19.0,1e-05,evento,g0sempre_1k,g0mai_1k,6.5,1,S_ins;B2
gm0x10_1k_c,gm0x10_1k.dat,ldr_v4_td6_BB,1000,3.818,0a10,100k,8.0,10.0,19.0,1e-05,evento,g10sempre_1k,g10mai_1k,0.0,1,S_rel;B2
gm10x0_1k_i,gm10x0_1k.dat,ldr_v4_td6_BB,1000,3.818,10a0,100k,1.0,8.0,19.0,1e-05,evento,g10sempre_1k,g10mai_1k,6.5,1,S_ins;B2
gm10x0_1k_c,gm10x0_1k.dat,ldr_v4_td6_BB,1000,3.818,10a0,100k,8.0,10.0,19.0,1e-05,evento,g0sempre_1k,g0mai_1k,0.0,1,S_rel;B2
gm0x3_20_i,gm0x3_20.dat,ldr_v4_td6_BB,20,3.818,0a3,100k,1.0,8.0,19.0,1e-05,evento,g0sempre_20,g0mai_20,6.5,1,S_ins;B2
gm0x3_20_c,gm0x3_20.dat,ldr_v4_td6_BB,20,3.818,0a3,100k,8.0,10.0,19.0,1e-05,evento,g3sempre_20,g3mai_20,0.0,1,S_rel;B2
gm3x0_20_i,gm3x0_20.dat,ldr_v4_td6_BB,20,3.818,3a0,100k,1.0,8.0,19.0,1e-05,evento,g3sempre_20,g3mai_20,6.5,1,S_ins;B2
gm3x0_20_c,gm3x0_20.dat,ldr_v4_td6_BB,20,3.818,3a0,100k,8.0,10.0,19.0,1e-05,evento,g0sempre_20,g0mai_20,0.0,1,S_rel;B2
gm3x10_20_i,gm3x10_20.dat,ldr_v4_td6_BB,20,3.818,3a10,100k,1.0,8.0,19.0,1e-05,evento,g3sempre_20,g3mai_20,6.5,1,S_ins;B2
gm3x10_20_c,gm3x10_20.dat,ldr_v4_td6_BB,20,3.818,3a10,100k,8.0,10.0,19.0,1e-05,evento,g10sempre_20,g10mai_20,0.0,1,S_rel;B2
gm10x3_20_i,gm10x3_20.dat,ldr_v4_td6_BB,20,3.818,10a3,100k,1.0,8.0,19.0,1e-05,evento,g10sempre_20,g10mai_20,6.5,1,S_ins;B2
gm10x3_20_c,gm10x3_20.dat,ldr_v4_td6_BB,20,3.818,10a3,100k,8.0,10.0,19.0,1e-05,evento,g3sempre_20,g3mai_20,0.0,1,S_rel;B2
gm0x10_20_i,gm0x10_20.dat,ldr_v4_td6_BB,20,3.818,0a10,100k,1.0,8.0,19.0,1e-05,evento,g0sempre_20,g0mai_20,6.5,1,S_ins;B2
gm0x10_20_c,gm0x10_20.dat,ldr_v4_td6_BB,20,3.818,0a10,100k,8.0,10.0,19.0,1e-05,evento,g10sempre_20,g10mai_20,0.0,1,S_rel;B2
gm10x0_20_i,gm10x0_20.dat,ldr_v4_td6_BB,20,3.818,10a0,100k,1.0,8.0,19.0,1e-05,evento,g10sempre_20,g10mai_20,6.5,1,S_ins;B2
gm10x0_20_c,gm10x0_20.dat,ldr_v4_td6_BB,20,3.818,10a0,100k,8.0,10.0,19.0,1e-05,evento,g0sempre_20,g0mai_20,0.0,1,S_rel;B2
gm0x3_lz_i,gm0x3_lz.dat,ldr_v4_td6_BB,1000,0,0a3,100k,1.0,8.0,19.0,1e-05,evento,g0sempre_lz,g0mai_lz,6.5,1,A_ins;B2
gm0x3_lz_c,gm0x3_lz.dat,ldr_v4_td6_BB,1000,0,0a3,100k,8.0,10.0,19.0,1e-05,evento,g3sempre_lz,g3mai_lz,0.0,1,A_ins;A_rel;B2
gm3x0_lz_i,gm3x0_lz.dat,ldr_v4_td6_BB,1000,0,3a0,100k,1.0,8.0,19.0,1e-05,evento,g3sempre_lz,g3mai_lz,6.5,1,A_ins;B2
gm3x0_lz_c,gm3x0_lz.dat,ldr_v4_td6_BB,1000,0,3a0,100k,8.0,10.0,19.0,1e-05,evento,g0sempre_lz,g0mai_lz,0.0,1,A_ins;A_rel;B2
gm3x10_lz_i,gm3x10_lz.dat,ldr_v4_td6_BB,1000,0,3a10,100k,1.0,8.0,19.0,1e-05,evento,g3sempre_lz,g3mai_lz,6.5,1,A_ins;B2
gm3x10_lz_c,gm3x10_lz.dat,ldr_v4_td6_BB,1000,0,3a10,100k,8.0,10.0,19.0,1e-05,evento,g10sempre_lz,g10mai_lz,0.0,1,A_ins;A_rel;B2
gm10x3_lz_i,gm10x3_lz.dat,ldr_v4_td6_BB,1000,0,10a3,100k,1.0,8.0,19.0,1e-05,evento,g10sempre_lz,g10mai_lz,6.5,1,A_ins;B2
gm10x3_lz_c,gm10x3_lz.dat,ldr_v4_td6_BB,1000,0,10a3,100k,8.0,10.0,19.0,1e-05,evento,g3sempre_lz,g3mai_lz,0.0,1,A_ins;A_rel;B2
gm0x10_lz_i,gm0x10_lz.dat,ldr_v4_td6_BB,1000,0,0a10,100k,1.0,8.0,19.0,1e-05,evento,g0sempre_lz,g0mai_lz,6.5,1,A_ins;B2
gm0x10_lz_c,gm0x10_lz.dat,ldr_v4_td6_BB,1000,0,0a10,100k,8.0,10.0,19.0,1e-05,evento,g10sempre_lz,g10mai_lz,0.0,1,A_ins;A_rel;B2
gm10x0_lz_i,gm10x0_lz.dat,ldr_v4_td6_BB,1000,0,10a0,100k,1.0,8.0,19.0,1e-05,evento,g10sempre_lz,g10mai_lz,6.5,1,A_ins;B2
gm10x0_lz_c,gm10x0_lz.dat,ldr_v4_td6_BB,1000,0,10a0,100k,8.0,10.0,19.0,1e-05,evento,g0sempre_lz,g0mai_lz,0.0,1,A_ins;A_rel;B2
pav_gm0x10_0,gm0x10p_lz.dat,pavimento,1000,0,0a10,100k,1.0,1000,19.0,7e-06,pav_num,gm0x10_lz_i,-,0.0,0,
pav_gm0x10_1,gm0x10p_lz.dat,pavimento,1000,0,0a10,100k,8.0,1000,19.0,7e-06,pav_num,gm0x10_lz_i,-,0.0,0,
pav_gm0x10_2,gm0x10p_lz.dat,pavimento,1000,0,0a10,100k,10.0,1000,19.0,7e-06,pav_num,gm0x10_lz_i,-,0.0,0,
gm0x10_20k_c,gm0x10_20k.dat,ldr_v4_td6_BB,20000,3.818,0a10,100k,8.0,10.0,19.0,5e-07,evento,-,g10mai_20k,0.0,1,S_rel;B2
minv25_1k,minv25_1k.dat,ldr_v4_td6_BB_inv25,1000,3.818,10,100k,1.0,2.5,7.0,1e-05,evento,g10sempre_1k,g10mai_1k,1.5,4,S_ins;S_rel;B2
minv50_1k,minv50_1k.dat,ldr_v4_td6_BB_inv50,1000,3.818,10,100k,1.0,4.0,10.0,1e-05,evento,g10sempre_1k,g10mai_1k,3.0,4,S_ins;S_rel;B2
minv75_1k,minv75_1k.dat,ldr_v4_td6_BB_inv75,1000,3.818,10,100k,1.0,5.5,13.0,1e-05,evento,g10sempre_1k,g10mai_1k,4.5,4,S_ins;S_rel;B2
mh01_1k,mh01_1k.dat,ldr_v4_td6_BB_h01,1000,3.818,10,100k,1.0,7.6,16.6,1e-05,evento,g10sempre_1k,g10mai_1k,6.5,4,S_ins;S_rel;B2
mev_1k,mev_1k.dat,ldr_v4_td6_BB_ev,1000,3.818,10,100k,1.0,8.5,17.5,1e-05,evento,g10sempre_1k,g10mai_1k,6.5,4,S_ins;S_rel;B2
mh2_1k,mh2_1k.dat,ldr_v4_td6_BB_h2,1000,3.818,10,100k,1.0,9.5,18.5,1e-05,evento,g10sempre_1k,g10mai_1k,6.5,4,S_ins;S_rel;B2
mh20_1k,mh20_1k.dat,ldr_v4_td6_BB_h20,1000,3.818,10,100k,1.0,27.5,36.5,1e-05,evento,g10sempre_1k,g10mai_1k,6.5,4,S_ins;S_rel;B2
mnorele_1k,mnorele_1k.dat,rif,1000,3.818,10,100k,1.0,8.5,17.5,1e-05,rif_seq,-,-,0.0,0,
rele_1k,mev_1k.dat,rele_contro_norele,1000,3.818,10,100k,7.5,8.5,17.5,1e-05,evento,mnorele_1k,mnorele_1k,0.0,4,S_ins;S_rel
minv25_20,minv25_20.dat,ldr_v4_td6_BB_inv25,20,3.818,10,100k,1.0,2.5,7.0,1e-05,evento,g10sempre_20,g10mai_20,1.5,4,S_ins;S_rel;B2
minv50_20,minv50_20.dat,ldr_v4_td6_BB_inv50,20,3.818,10,100k,1.0,4.0,10.0,1e-05,evento,g10sempre_20,g10mai_20,3.0,4,S_ins;S_rel;B2
minv75_20,minv75_20.dat,ldr_v4_td6_BB_inv75,20,3.818,10,100k,1.0,5.5,13.0,1e-05,evento,g10sempre_20,g10mai_20,4.5,4,S_ins;S_rel;B2
mh01_20,mh01_20.dat,ldr_v4_td6_BB_h01,20,3.818,10,100k,1.0,7.6,16.6,1e-05,evento,g10sempre_20,g10mai_20,6.5,4,S_ins;S_rel;B2
mev_20,mev_20.dat,ldr_v4_td6_BB_ev,20,3.818,10,100k,1.0,8.5,17.5,1e-05,evento,g10sempre_20,g10mai_20,6.5,4,S_ins;S_rel;B2
mh2_20,mh2_20.dat,ldr_v4_td6_BB_h2,20,3.818,10,100k,1.0,9.5,18.5,1e-05,evento,g10sempre_20,g10mai_20,6.5,4,S_ins;S_rel;B2
mh20_20,mh20_20.dat,ldr_v4_td6_BB_h20,20,3.818,10,100k,1.0,27.5,36.5,1e-05,evento,g10sempre_20,g10mai_20,6.5,4,S_ins;S_rel;B2
mnorele_20,mnorele_20.dat,rif,20,3.818,10,100k,1.0,8.5,17.5,1e-05,rif_seq,-,-,0.0,0,
rele_20,mev_20.dat,rele_contro_norele,20,3.818,10,100k,7.5,8.5,17.5,1e-05,evento,mnorele_20,mnorele_20,0.0,4,S_ins;S_rel
minv25_lz,minv25_lz.dat,ldr_v4_td6_BB_inv25,1000,0,10,100k,1.0,2.5,7.0,1e-05,evento,g10sempre_lz,g10mai_lz,1.5,4,A_ins;A_rel;B2
minv50_lz,minv50_lz.dat,ldr_v4_td6_BB_inv50,1000,0,10,100k,1.0,4.0,10.0,1e-05,evento,g10sempre_lz,g10mai_lz,3.0,4,A_ins;A_rel;B2
minv75_lz,minv75_lz.dat,ldr_v4_td6_BB_inv75,1000,0,10,100k,1.0,5.5,13.0,1e-05,evento,g10sempre_lz,g10mai_lz,4.5,4,A_ins;A_rel;B2
mh01_lz,mh01_lz.dat,ldr_v4_td6_BB_h01,1000,0,10,100k,1.0,7.6,16.6,1e-05,evento,g10sempre_lz,g10mai_lz,6.5,4,A_ins;A_rel;B2
mev_lz,mev_lz.dat,ldr_v4_td6_BB_ev,1000,0,10,100k,1.0,8.5,17.5,1e-05,evento,g10sempre_lz,g10mai_lz,6.5,4,A_ins;A_rel;B2
mh2_lz,mh2_lz.dat,ldr_v4_td6_BB_h2,1000,0,10,100k,1.0,9.5,18.5,1e-05,evento,g10sempre_lz,g10mai_lz,6.5,4,A_ins;A_rel;B2
mh20_lz,mh20_lz.dat,ldr_v4_td6_BB_h20,1000,0,10,100k,1.0,27.5,36.5,1e-05,evento,g10sempre_lz,g10mai_lz,6.5,4,A_ins;A_rel;B2
mh2_20k,mh2_20k.dat,ldr_v4_td6_BB_h2,20000,3.818,10,100k,1.0,9.5,18.5,5e-07,evento,-,g10mai_20k,6.5,4,S_ins;S_rel;B2
pav_mev_0,mevp_lz.dat,pavimento,1000,0,10,100k,1.0,1000,17.5,7e-06,pav_num,mev_lz,-,0.0,0,
pav_mev_1,mevp_lz.dat,pavimento,1000,0,10,100k,7.5,1000,17.5,7e-06,pav_num,mev_lz,-,0.0,0,
pav_mev_2,mevp_lz.dat,pavimento,1000,0,10,100k,8.5,1000,17.5,7e-06,pav_num,mev_lz,-,0.0,0,
tm0x6_1k_i,tm0x6_1k.dat,ldr_v4_td6_BB,1000,3.818,t0a6,100k,1.0,8.0,19.0,1e-05,evento,g10sempre_1k,g10mai_1k,6.5,2,S_ins;B2
tm0x6_1k_c,tm0x6_1k.dat,ldr_v4_td6_BB,1000,3.818,t0a6,100k,8.0,10.0,19.0,1e-05,evento,t6sempre_1k,t6mai_1k,0.0,2,S_rel;B2
tm6x0_1k_i,tm6x0_1k.dat,ldr_v4_td6_BB,1000,3.818,t6a0,100k,1.0,8.0,19.0,1e-05,evento,t6sempre_1k,t6mai_1k,6.5,2,S_ins;B2
tm6x0_1k_c,tm6x0_1k.dat,ldr_v4_td6_BB,1000,3.818,t6a0,100k,8.0,10.0,19.0,1e-05,evento,g10sempre_1k,g10mai_1k,0.0,2,S_rel;B2
tm6x12_1k_i,tm6x12_1k.dat,ldr_v4_td6_BB,1000,3.818,t6a12,100k,1.0,8.0,19.0,1e-05,evento,t6sempre_1k,t6mai_1k,6.5,2,S_ins;B2
tm6x12_1k_c,tm6x12_1k.dat,ldr_v4_td6_BB,1000,3.818,t6a12,100k,8.0,10.0,19.0,1e-05,evento,t12sempre_1k,t12mai_1k,0.0,2,S_rel;B2
tm12x6_1k_i,tm12x6_1k.dat,ldr_v4_td6_BB,1000,3.818,t12a6,100k,1.0,8.0,19.0,1e-05,evento,t12sempre_1k,t12mai_1k,6.5,2,S_ins;B2
tm12x6_1k_c,tm12x6_1k.dat,ldr_v4_td6_BB,1000,3.818,t12a6,100k,8.0,10.0,19.0,1e-05,evento,t6sempre_1k,t6mai_1k,0.0,2,S_rel;B2
tm0x12_1k_i,tm0x12_1k.dat,ldr_v4_td6_BB,1000,3.818,t0a12,100k,1.0,8.0,19.0,1e-05,evento,g10sempre_1k,g10mai_1k,6.5,2,S_ins;B2
tm0x12_1k_c,tm0x12_1k.dat,ldr_v4_td6_BB,1000,3.818,t0a12,100k,8.0,10.0,19.0,1e-05,evento,t12sempre_1k,t12mai_1k,0.0,2,S_rel;B2
tm12x0_1k_i,tm12x0_1k.dat,ldr_v4_td6_BB,1000,3.818,t12a0,100k,1.0,8.0,19.0,1e-05,evento,t12sempre_1k,t12mai_1k,6.5,2,S_ins;B2
tm12x0_1k_c,tm12x0_1k.dat,ldr_v4_td6_BB,1000,3.818,t12a0,100k,8.0,10.0,19.0,1e-05,evento,g10sempre_1k,g10mai_1k,0.0,2,S_rel;B2
tm0x6_lz_i,tm0x6_lz.dat,ldr_v4_td6_BB,1000,0,t0a6,100k,1.0,8.0,19.0,1e-05,evento,g10sempre_lz,g10mai_lz,6.5,2,A_ins;B2
tm0x6_lz_c,tm0x6_lz.dat,ldr_v4_td6_BB,1000,0,t0a6,100k,8.0,10.0,19.0,1e-05,evento,t6sempre_lz,t6mai_lz,0.0,2,A_ins;A_rel;B2
tm6x0_lz_i,tm6x0_lz.dat,ldr_v4_td6_BB,1000,0,t6a0,100k,1.0,8.0,19.0,1e-05,evento,t6sempre_lz,t6mai_lz,6.5,2,A_ins;B2
tm6x0_lz_c,tm6x0_lz.dat,ldr_v4_td6_BB,1000,0,t6a0,100k,8.0,10.0,19.0,1e-05,evento,g10sempre_lz,g10mai_lz,0.0,2,A_ins;A_rel;B2
tm6x12_lz_i,tm6x12_lz.dat,ldr_v4_td6_BB,1000,0,t6a12,100k,1.0,8.0,19.0,1e-05,evento,t6sempre_lz,t6mai_lz,6.5,2,A_ins;B2
tm6x12_lz_c,tm6x12_lz.dat,ldr_v4_td6_BB,1000,0,t6a12,100k,8.0,10.0,19.0,1e-05,evento,t12sempre_lz,t12mai_lz,0.0,2,A_ins;A_rel;B2
tm12x6_lz_i,tm12x6_lz.dat,ldr_v4_td6_BB,1000,0,t12a6,100k,1.0,8.0,19.0,1e-05,evento,t12sempre_lz,t12mai_lz,6.5,2,A_ins;B2
tm12x6_lz_c,tm12x6_lz.dat,ldr_v4_td6_BB,1000,0,t12a6,100k,8.0,10.0,19.0,1e-05,evento,t6sempre_lz,t6mai_lz,0.0,2,A_ins;A_rel;B2
tm0x12_lz_i,tm0x12_lz.dat,ldr_v4_td6_BB,1000,0,t0a12,100k,1.0,8.0,19.0,1e-05,evento,g10sempre_lz,g10mai_lz,6.5,2,A_ins;B2
tm0x12_lz_c,tm0x12_lz.dat,ldr_v4_td6_BB,1000,0,t0a12,100k,8.0,10.0,19.0,1e-05,evento,t12sempre_lz,t12mai_lz,0.0,2,A_ins;A_rel;B2
tm12x0_lz_i,tm12x0_lz.dat,ldr_v4_td6_BB,1000,0,t12a0,100k,1.0,8.0,19.0,1e-05,evento,t12sempre_lz,t12mai_lz,6.5,2,A_ins;B2
tm12x0_lz_c,tm12x0_lz.dat,ldr_v4_td6_BB,1000,0,t12a0,100k,8.0,10.0,19.0,1e-05,evento,g10sempre_lz,g10mai_lz,0.0,2,A_ins;A_rel;B2
rmai_g10t0_dnamax,rmai_g10t0_dnamax.dat,rif_dnamax,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,3,
rsempre_g10t0_dnamax,rsempre_g10t0_dnamax.dat,rif_dnamax,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,3,
rmai_g0t0_dnamax,rmai_g0t0_dnamax.dat,rif_dnamax,1000,0,0,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,3,
rsempre_g0t0_dnamax,rsempre_g0t0_dnamax.dat,rif_dnamax,1000,0,0,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,3,
rmai_g10t12_dnamax,rmai_g10t12_dnamax.dat,rif_dnamax,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,3,
rsempre_g10t12_dnamax,rsempre_g10t12_dnamax.dat,rif_dnamax,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,3,
x01000_dnamax_i,x01000_dnamax.dat,ldr_v4_td6_BB_dnamax,1000,0,g0a10_t0a0,100k,1.0,8.0,19.0,1e-05,evento,rsempre_g0t0_dnamax,rmai_g0t0_dnamax,6.5,3,A_ins;B2
x01000_dnamax_c,x01000_dnamax.dat,ldr_v4_td6_BB_dnamax,1000,0,g0a10_t0a0,100k,8.0,10.0,19.0,1e-05,evento,rsempre_g10t0_dnamax,rmai_g10t0_dnamax,0.0,3,A_ins;A_rel;B2
x10000_dnamax_i,x10000_dnamax.dat,ldr_v4_td6_BB_dnamax,1000,0,g10a0_t0a0,100k,1.0,8.0,19.0,1e-05,evento,rsempre_g10t0_dnamax,rmai_g10t0_dnamax,6.5,3,A_ins;B2
x10000_dnamax_c,x10000_dnamax.dat,ldr_v4_td6_BB_dnamax,1000,0,g10a0_t0a0,100k,8.0,10.0,19.0,1e-05,evento,rsempre_g0t0_dnamax,rmai_g0t0_dnamax,0.0,3,A_ins;A_rel;B2
x1010012_dnamax_i,x1010012_dnamax.dat,ldr_v4_td6_BB_dnamax,1000,0,g10a10_t0a12,100k,1.0,8.0,19.0,1e-05,evento,rsempre_g10t0_dnamax,rmai_g10t0_dnamax,6.5,3,A_ins;B2
x1010012_dnamax_c,x1010012_dnamax.dat,ldr_v4_td6_BB_dnamax,1000,0,g10a10_t0a12,100k,8.0,10.0,19.0,1e-05,evento,rsempre_g10t12_dnamax,rmai_g10t12_dnamax,0.0,3,A_ins;A_rel;B2
x1010120_dnamax_i,x1010120_dnamax.dat,ldr_v4_td6_BB_dnamax,1000,0,g10a10_t12a0,100k,1.0,8.0,19.0,1e-05,evento,rsempre_g10t12_dnamax,rmai_g10t12_dnamax,6.5,3,A_ins;B2
x1010120_dnamax_c,x1010120_dnamax.dat,ldr_v4_td6_BB_dnamax,1000,0,g10a10_t12a0,100k,8.0,10.0,19.0,1e-05,evento,rsempre_g10t0_dnamax,rmai_g10t0_dnamax,0.0,3,A_ins;A_rel;B2
xm_dnamax,xm_dnamax.dat,ldr_v4_td6_BB_dnamax,1000,0,10,100k,1.0,8.5,17.5,1e-05,evento,rsempre_g10t0_dnamax,rmai_g10t0_dnamax,6.5,3,A_ins;A_rel;B2
rmai_g10t0_dnam20,rmai_g10t0_dnam20.dat,rif_dnam20,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,3,
rsempre_g10t0_dnam20,rsempre_g10t0_dnam20.dat,rif_dnam20,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,3,
rmai_g0t0_dnam20,rmai_g0t0_dnam20.dat,rif_dnam20,1000,0,0,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,3,
rsempre_g0t0_dnam20,rsempre_g0t0_dnam20.dat,rif_dnam20,1000,0,0,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,3,
rmai_g10t12_dnam20,rmai_g10t12_dnam20.dat,rif_dnam20,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,3,
rsempre_g10t12_dnam20,rsempre_g10t12_dnam20.dat,rif_dnam20,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,3,
x01000_dnam20_i,x01000_dnam20.dat,ldr_v4_td6_BB_dnam20,1000,0,g0a10_t0a0,100k,1.0,8.0,19.0,1e-05,evento,rsempre_g0t0_dnam20,rmai_g0t0_dnam20,6.5,3,A_ins;B2
x01000_dnam20_c,x01000_dnam20.dat,ldr_v4_td6_BB_dnam20,1000,0,g0a10_t0a0,100k,8.0,10.0,19.0,1e-05,evento,rsempre_g10t0_dnam20,rmai_g10t0_dnam20,0.0,3,A_ins;A_rel;B2
x10000_dnam20_i,x10000_dnam20.dat,ldr_v4_td6_BB_dnam20,1000,0,g10a0_t0a0,100k,1.0,8.0,19.0,1e-05,evento,rsempre_g10t0_dnam20,rmai_g10t0_dnam20,6.5,3,A_ins;B2
x10000_dnam20_c,x10000_dnam20.dat,ldr_v4_td6_BB_dnam20,1000,0,g10a0_t0a0,100k,8.0,10.0,19.0,1e-05,evento,rsempre_g0t0_dnam20,rmai_g0t0_dnam20,0.0,3,A_ins;A_rel;B2
x1010012_dnam20_i,x1010012_dnam20.dat,ldr_v4_td6_BB_dnam20,1000,0,g10a10_t0a12,100k,1.0,8.0,19.0,1e-05,evento,rsempre_g10t0_dnam20,rmai_g10t0_dnam20,6.5,3,A_ins;B2
x1010012_dnam20_c,x1010012_dnam20.dat,ldr_v4_td6_BB_dnam20,1000,0,g10a10_t0a12,100k,8.0,10.0,19.0,1e-05,evento,rsempre_g10t12_dnam20,rmai_g10t12_dnam20,0.0,3,A_ins;A_rel;B2
